error_count,complexity_score,past_score,cognitive_state,rule_id,label_source,rater
1,5,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,5,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,75,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,15,72,High Cognitive Load,R7,rubric,cognitive_rubric.v1
3,2,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,10,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,6,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,7,47,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,3,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,90,High Cognitive Load,R6,rubric_coverage_topup,cognitive_rubric.v1
2,1,58,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,7,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
5,12,66,High Cognitive Load,R4,rubric,cognitive_rubric.v1
6,1,12,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,20,22,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
5,7,61,High Cognitive Load,R5,rubric,cognitive_rubric.v1
1,3,99,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,18,36,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,4,47,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,8,42,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,9,53,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,16,25,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,20,80,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,4,60,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,6,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,14,61,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,5,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,62,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,61,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,8,82,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,2,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,2,89,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,5,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,72,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,1,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,69,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,7,89,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,11,49,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,12,55,High Cognitive Load,R7,rubric,cognitive_rubric.v1
2,6,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
6,3,11,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,7,38,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
6,15,41,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,14,71,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,3,80,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,11,57,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,2,35,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,8,28,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
7,5,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,10,55,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
2,12,23,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,4,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,52,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,7,86,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,20,81,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,5,49,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,20,58,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,8,77,High Cognitive Load,R5,rubric,cognitive_rubric.v1
2,18,63,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,2,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,20,60,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,8,46,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,18,69,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,8,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,20,77,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,9,57,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,4,61,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,6,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,75,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,4,54,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
4,3,49,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,2,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,12,58,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
5,7,5,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,9,11,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,11,60,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,8,45,High Cognitive Load,R6,rubric,cognitive_rubric.v1
1,3,15,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,12,40,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,11,50,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,2,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,9,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,64,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,10,67,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,6,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,14,39,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,4,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,5,92,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,10,55,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,5,52,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,6,10,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,1,8,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,7,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,16,41,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,65,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
6,10,50,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,5,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,59,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,1,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,38,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,4,70,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,52,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
5,3,50,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,11,34,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,3,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,84,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,6,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,7,57,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,15,56,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,6,40,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,9,67,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,11,93,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,8,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,7,88,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,69,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,8,50,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,5,37,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,7,39,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,2,53,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,8,62,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
6,12,46,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
1,1,48,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,13,48,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,2,74,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,14,72,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,20,60,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,7,32,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,49,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,81,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,9,63,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,3,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,5,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,18,46,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
6,20,31,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,14,66,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,5,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,44,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,1,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,82,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,5,47,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,4,70,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,4,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,6,36,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,20,47,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,5,77,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,4,67,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,13,51,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,1,23,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,1,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,11,57,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,18,48,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,9,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,1,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,1,72,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
2,3,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,61,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,7,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,10,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,12,62,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
5,12,19,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
3,7,75,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,6,45,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,9,17,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,5,30,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,2,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,8,51,High Cognitive Load,R6,rubric,cognitive_rubric.v1
6,6,53,Needs Simple Basics,R2,rubric_coverage_topup,cognitive_rubric.v1
3,10,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
5,20,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,8,90,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,14,48,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,3,78,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,90,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,16,100,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,41,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,15,85,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,1,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,2,62,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,2,31,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,12,49,High Cognitive Load,R4,rubric,cognitive_rubric.v1
4,9,84,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
4,6,42,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,6,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,7,78,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,19,63,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,3,73,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,10,63,High Cognitive Load,R4,rubric,cognitive_rubric.v1
6,10,66,High Cognitive Load,R4,rubric,cognitive_rubric.v1
1,4,74,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,5,68,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,4,55,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,6,56,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,13,61,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
3,11,38,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,2,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,7,42,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
5,7,45,Needs Simple Basics,R2,rubric,cognitive_rubric.v1
1,13,48,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
4,2,46,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,3,85,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,7,70,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
2,5,72,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,12,56,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
2,7,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,9,56,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,4,18,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,6,65,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,7,4,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,2,50,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,70,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,11,62,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,13,39,High Cognitive Load,R7,rubric,cognitive_rubric.v1
4,8,60,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
3,6,29,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,7,61,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,3,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,4,72,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,5,80,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,6,64,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
3,2,39,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,5,63,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,4,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,17,68,High Cognitive Load,R4,rubric,cognitive_rubric.v1
2,2,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,3,41,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,4,28,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
1,3,76,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,3,32,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,58,High Cognitive Load,R6,rubric,cognitive_rubric.v1
3,7,54,High Cognitive Load,R6,rubric,cognitive_rubric.v1
4,17,58,High Cognitive Load,R4,rubric,cognitive_rubric.v1
3,4,43,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
5,8,85,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,2,47,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,7,41,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,3,25,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
4,8,96,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,3,93,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,4,59,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
1,1,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
4,9,63,High Cognitive Load,R5,rubric_coverage_topup,cognitive_rubric.v1
1,9,66,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,9,50,High Cognitive Load,R6,rubric,cognitive_rubric.v1
2,8,91,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,3,33,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,2,45,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,15,42,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,1,54,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
3,2,50,Needs Simple Basics,R3,rubric,cognitive_rubric.v1
4,3,27,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
3,3,34,Needs Simple Basics,R1,rubric,cognitive_rubric.v1
2,3,53,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,5,52,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,15,43,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,7,71,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
2,13,58,High Cognitive Load,R7,rubric,cognitive_rubric.v1
1,13,72,High Cognitive Load,R7,rubric_coverage_topup,cognitive_rubric.v1
1,3,51,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,2,68,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
1,8,79,Minor Syntax Error,R8,rubric,cognitive_rubric.v1
